Company_Name,Location,Company_Id,Area ,Industry ,Country
Skilith,4 Morningstar Place,Y1M04,Gateway Street,Consumer Services,China
Eazzy,90 Becker Point,3cU48,Miami's Brickell,n/a,United States
Photobean,8527 5th Junction,c2M77,Miami's Brickell,n/a,France
Voonyx,135 Katie Street,fDB37,Financial District,n/a,China
Blognation,9498 Karstens Hill,Z6W78,Douglass Park,n/a,Russia
Ooba,607 Manufacturers Park,iTJ31,Financial District,Health Care,Sweden
Quatz,4761 American Crossing,rbV34,Connaught Place,Capital Goods,China
Twiyo,0 Brentwood Park,WwF45,White Field,Health Care,China
Vipe,2354 Maywood Trail,UMF48,Wall Street,Health Care,Brazil
Wordware,65 Mesta Place,rMV85,Hi Tech City,n/a,France
Jetpulse,246 Fremont Drive,JfX89,Gateway Street,Consumer Durables,China
Jayo,29548 Westridge Terrace,D4S32,Hi Tech City,Basic Industries,Brazil
Nlounge,00 Starling Court,4fZ15,White Field,Health Care,France
Oozz,910 Swallow Terrace,fOS33,Miami's Brickell,Consumer Services,Russia
Shufflester,6740 Eastwood Street,cuV66,Financial District,n/a,Brazil
Thoughtblab,5 Graceland Terrace,VNJ42,Pinnacle Point,Consumer Services,United States
Quimba,97348 Ryan Plaza,PrR87,White Field,Consumer Services,China
Tagchat,40753 Fisk Drive,4xF20,White Field,n/a,Russia
Blogpad,7 Surrey Court,LOI18,Financial District,n/a,China
Einti,00359 Hudson Drive,I7F49,White Field,Finance,China
Fatz,08 Hintze Park,AiI93,Connaught Place,n/a,China
Twitterlist,41 Pennsylvania Terrace,YuG99,Miami's Brickell,Health Care,China
Oyoba,27 Moulton Avenue,ouV17,Wall Street,n/a,China
Mynte,5674 Shasta Trail,EpP47,Wall Street,n/a,Sweden
Skipfire,677 Amoth Crossing,fRS56,Douglass Park,Capital Goods,France
Thoughtstorm,60 Morningstar Pass,XJA13,Douglass Park,n/a,China
Kazio,600 Eliot Point,S5N08,Financial District,Finance,China
Talane,19908 Ridgeway Center,z9D54,Wall Street,Energy,China
Oozz,9 Veith Way,QVN18,Pinnacle Point,Consumer Services,Russia
Jaloo,17157 Jenifer Court,xGB36,Douglass Park,Technology,China
Abata,67 Oakridge Plaza,nQZ44,Connaught Place,Basic Industries,China
Rhynoodle,16065 Dunning Point,OBS97,Miami's Brickell,Health Care,China
Rhyzio,86 Trailsway Point,O4F57,Connaught Place,Capital Goods,China
Skiptube,7738 Warner Hill,8hO49,Pinnacle Point,Finance,China
Brainsphere,2 Porter Trail,QyQ90,Miami's Brickell,Finance,Russia
Skyba,71 Chinook Plaza,8wN55,LaSalle Street,n/a,Sweden
Twitterworks,9699 Boyd Way,GoG54,Miami's Brickell,Finance,Brazil
Camido,8 Delladonna Plaza,ePI18,White Field,Consumer Services,China
Jabbertype,9227 Heffernan Parkway,VMX39,Gateway Street,Consumer Services,Sweden
Kwinu,51765 Packers Crossing,QCY27,Wall Street,Consumer Durables,Russia
Skiptube,0098 Westerfield Plaza,oAE15,Connaught Place,n/a,Russia
Rhyloo,40 Luster Junction,dtH65,White Field,n/a,China
Gigabox,803 Johnson Court,M2X89,Wall Street,Finance,Sweden
Fanoodle,3145 Claremont Avenue,BRP28,Douglass Park,Consumer Non-Durables,China
Yabox,999 Luster Park,LvU82,Miami's Brickell,Consumer Non-Durables,Brazil
Meejo,082 Pawling Lane,cwX44,Hi Tech City,Public Utilities,China
Cogilith,73824 Mcguire Parkway,NwR47,White Field,n/a,China
Agivu,0 Bowman Hill,nVJ09,Pinnacle Point,Health Care,Sweden
Mynte,32 Bultman Plaza,OOO00,Douglass Park,n/a,Russia
Mydo,84642 Huxley Alley,aHI97,Hi Tech City,Energy,Russia
Jayo,728 Sutherland Alley,lrQ53,Wall Street,n/a,Brazil
Pixoboo,2441 Cody Alley,8CD41,Douglass Park,Capital Goods,Sweden
Tekfly,10 Jackson Lane,iAR60,Pinnacle Point,n/a,Russia
Riffwire,68208 Manufacturers Court,SbD01,Financial District,n/a,United States
Topicshots,81629 Rockefeller Drive,0CH38,Pinnacle Point,n/a,China
Podcat,54848 Arrowood Street,TpW41,Financial District,n/a,China
Npath,0850 Moose Court,OiL00,Financial District,n/a,China
Dabfeed,48 Talmadge Junction,bjG73,Wall Street,Finance,China
Fanoodle,6 Ridge Oak Drive,JrY70,Connaught Place,Miscellaneous,China
Eazzy,19 Magdeline Avenue,wsD75,White Field,Health Care,China
Dynazzy,0 Walton Street,U6Z37,Financial District,n/a,China
Bubblemix,993 Kingsford Pass,MmE05,Financial District,n/a,China
Linkbridge,284 Valley Edge Crossing,6uX70,Gateway Street,n/a,Russia
Eazzy,3 Buena Vista Park,MFI87,Gateway Street,Finance,Sweden
Divanoodle,7769 Anniversary Terrace,acF03,LaSalle Street,Capital Goods,China
Babbleset,6 Raven Trail,hDA87,Wall Street,Capital Goods,China
Pixoboo,228 Hoffman Place,UEM83,Douglass Park,Miscellaneous,Brazil
Devbug,4196 Corscot Hill,caL19,Pinnacle Point,n/a,Brazil
Buzzbean,682 Huxley Junction,xHO95,Gateway Street,Consumer Durables,Russia
Mudo,29 Thierer Point,faH40,Miami's Brickell,Finance,Russia
Realbuzz,24147 Holmberg Road,8SG72,Miami's Brickell,n/a,United States
Fanoodle,2920 Schiller Avenue,IjC23,White Field,Finance,China
Janyx,73 International Center,IiW21,Financial District,Consumer Services,Sweden
Mynte,64682 Arrowood Alley,9GQ97,LaSalle Street,n/a,Brazil
Edgepulse,683 Hansons Plaza,SUX98,Pinnacle Point,Consumer Durables,United States
Zoombox,05 Scofield Parkway,7rA99,Connaught Place,Finance,Russia
BlogXS,73 Oak Point,9ZF08,Douglass Park,n/a,China
Eimbee,19603 Village Green Trail,ahV83,Pinnacle Point,Consumer Durables,France
Devpulse,48 Kropf Street,BXF69,White Field,Technology,China
Jabberbean,224 Golf Plaza,imH63,Pinnacle Point,Consumer Services,China
Zoombeat,58 Schmedeman Avenue,DiI24,Miami's Brickell,Energy,China
Yadel,60083 Stuart Alley,ihR08,Gateway Street,Health Care,China
Abatz,863 Columbus Terrace,XQI71,Douglass Park,Health Care,France
Shuffledrive,91 Dahle Pass,dQE62,Connaught Place,Basic Industries,Russia
Jetwire,546 Morning Terrace,ECR44,Hi Tech City,Consumer Services,China
Vinte,01758 Browning Road,hvW06,LaSalle Street,Health Care,Sweden
Gigazoom,01169 Sundown Trail,s1K93,LaSalle Street,Technology,China
Voolith,20218 Londonderry Park,bRR95,Pinnacle Point,Technology,Russia
Fivechat,3 Anderson Street,uvV33,LaSalle Street,Health Care,China
Photobug,608 North Pass,eGK11,Gateway Street,Health Care,Brazil
Jabbertype,68 Glendale Plaza,6BS35,Miami's Brickell,Finance,China
Eare,36151 Glacier Hill Pass,U8F03,White Field,Consumer Services,China
Flashset,2506 Center Hill,iIO68,Financial District,n/a,China
Ooba,74104 Waxwing Point,U4D86,Gateway Street,Technology,China
Dazzlesphere,71625 Fairview Avenue,p4I94,White Field,n/a,China
Eadel,1 Elka Parkway,QbC78,Douglass Park,Finance,China
Thoughtstorm,33 La Follette Parkway,KiE93,Connaught Place,Consumer Services,Russia
Jaxspan,54 Green Ridge Parkway,h1I25,Pinnacle Point,n/a,China
Youopia,27 Columbus Trail,chT83,White Field,Public Utilities,France
Eadel,84683 Hoard Pass,MnE32,Miami's Brickell,Capital Goods,China
Dazzlesphere,11 Hazelcrest Park,JeE13,Gateway Street,n/a,France
Vitz,467 Browning Trail,HtI54,Miami's Brickell,Consumer Durables,China
Linkbridge,23684 Meadow Ridge Park,h7C81,Douglass Park,n/a,France
Oyope,939 Artisan Point,aRO88,White Field,n/a,Brazil
Wikizz,522 Surrey Parkway,wfR85,Pinnacle Point,n/a,China
Topicstorm,3 Melody Parkway,WOI35,Douglass Park,Consumer Durables,Russia
Wikido,3267 Lotheville Hill,QgO10,Miami's Brickell,Transportation,Brazil
Linkbuzz,43 Esker Plaza,f3O06,White Field,Capital Goods,China
Dabtype,6 Merrick Trail,86C97,Douglass Park,Consumer Services,China
Teklist,2345 Lakewood Lane,09K69,Douglass Park,Health Care,Russia
Kaymbo,3 Grim Pass,dqM40,Douglass Park,Finance,China
Twinder,0912 Jay Road,3PL38,Douglass Park,Transportation,Sweden
Camimbo,4411 Meadow Valley Hill,5VM07,Hi Tech City,n/a,China
Livetube,5807 Towne Avenue,H8W61,LaSalle Street,n/a,China
Vinder,4 Goodland Terrace,HnU87,LaSalle Street,Consumer Services,China
Gabvine,814 Bobwhite Point,GML69,Miami's Brickell,Technology,Sweden
Aimbu,4 Monterey Lane,P7A45,LaSalle Street,Energy,China
Tazzy,5375 Linden Way,NbR38,Miami's Brickell,Energy,China
Quimba,66876 Northport Court,WhC76,Gateway Street,n/a,China
Eimbee,0533 Golden Leaf Pass,vsY57,Gateway Street,Basic Industries,Sweden
Skyble,9347 5th Avenue,zRI08,Miami's Brickell,Health Care,China
Demizz,1 Melvin Drive,nNG65,Hi Tech City,Basic Industries,China
Quinu,8 Morrow Crossing,ciA63,Douglass Park,Consumer Services,China
Dazzlesphere,67232 Forest Run Drive,nND69,Douglass Park,Consumer Services,Brazil
Avamm,9 Fremont Court,HxE86,Douglass Park,Health Care,Brazil
Oozz,2340 Pearson Way,4sY32,Hi Tech City,Consumer Services,China
Dabfeed,24601 Cardinal Lane,97F96,White Field,Public Utilities,China
Demimbu,12369 Ridge Oak Point,9bM53,Miami's Brickell,n/a,France
Jaxnation,14 Clove Circle,WXP93,Financial District,Capital Goods,Sweden
Mymm,84164 Corry Center,TrA81,Wall Street,Consumer Services,France
Wordtune,23 Iowa Street,mUN70,Financial District,Consumer Services,Brazil
Thoughtsphere,37762 Bunting Center,wiD05,Douglass Park,Finance,Russia
Thoughtstorm,882 Huxley Circle,Q4Z88,White Field,n/a,Russia
Janyx,14739 Di Loreto Lane,PMD71,Douglass Park,n/a,Russia
Quatz,29008 Haas Point,sAJ16,White Field,n/a,China
Aimbu,33565 Holy Cross Drive,d6R96,Miami's Brickell,Health Care,Russia
Mita,3 Ridge Oak Terrace,b8J44,Pinnacle Point,Finance,France
Ainyx,45947 Porter Pass,pLU53,Douglass Park,Capital Goods,China
Katz,2600 Sage Drive,QVK79,Hi Tech City,Health Care,China
Flipstorm,5 Golf Course Way,2UT50,Connaught Place,Consumer Durables,China
Flashset,9429 Iowa Road,43N60,Financial District,n/a,Russia
Twimbo,9435 Claremont Way,rMZ47,Hi Tech City,Finance,China
Zoonder,66833 Prairieview Plaza,FFW71,Connaught Place,Technology,China
Skimia,143 Sunfield Terrace,BvM48,Financial District,Energy,United States
Realcube,9 Tennessee Road,WMX17,Connaught Place,Consumer Services,Sweden
Camido,6 Debs Road,WyN66,Douglass Park,Finance,China
Kamba,84901 Memorial Circle,HVJ14,Gateway Street,n/a,Brazil
Linklinks,8 Shoshone Circle,E6K11,Miami's Brickell,Consumer Durables,China
Divanoodle,87765 Trailsway Terrace,6mG59,Wall Street,Energy,Sweden
Realcube,5219 Moulton Street,HUC27,Financial District,Technology,China
Twitterlist,2983 School Avenue,RaK96,White Field,n/a,China
Jaxspan,7 Amoth Parkway,4SA56,Hi Tech City,Consumer Non-Durables,China
Blogtag,7234 Gina Terrace,Q6K30,White Field,Basic Industries,France
Twitternation,8 Mandrake Alley,wvE19,Connaught Place,Technology,China
Wordpedia,68 Gina Junction,PgL25,White Field,Health Care,China
Jamia,29 Golf View Center,kRR07,Douglass Park,n/a,Brazil
Linklinks,10185 Messerschmidt Plaza,6SE16,White Field,Technology,China
Dynabox,5 Stephen Point,NWY97,Pinnacle Point,Consumer Services,Brazil
Jaxworks,202 Coolidge Park,LBW44,Pinnacle Point,Public Utilities,Brazil
Avavee,875 Hazelcrest Terrace,9rF72,Pinnacle Point,n/a,Russia
Meevee,790 Hazelcrest Way,kxN45,Pinnacle Point,Technology,China
Jaxworks,4 Carey Avenue,k9W36,Gateway Street,Finance,China
Zoomdog,10705 Hanson Terrace,UkQ48,Gateway Street,Health Care,China
Linklinks,52 Bay Parkway,6yF73,Gateway Street,n/a,China
Gigazoom,814 Dovetail Alley,PeO16,Connaught Place,Public Utilities,Brazil
Realcube,3 Vera Park,jtO20,Douglass Park,Consumer Services,China
Jabbersphere,63 Kim Road,blP58,Pinnacle Point,Finance,France
Wordware,2 Transport Pass,FKJ26,Miami's Brickell,Consumer Services,France
Topicware,52 Ilene Drive,cTG18,Wall Street,Finance,China
Edgetag,2280 Walton Drive,SiE85,Connaught Place,Technology,China
Wikizz,3930 Logan Road,OxS65,LaSalle Street,Energy,Brazil
Tagopia,8 Carpenter Road,iJG21,Miami's Brickell,Public Utilities,China
Meezzy,9 Meadow Vale Lane,QvC46,Hi Tech City,Basic Industries,United States
Demizz,81717 Delladonna Junction,5WZ95,Miami's Brickell,Consumer Non-Durables,China
Photospace,89 Prairieview Alley,phE75,Financial District,n/a,Russia
Fatz,82662 Veith Junction,KoF58,Hi Tech City,Health Care,China
Flashspan,8914 Dennis Crossing,78Q20,Pinnacle Point,Health Care,France
Dabfeed,2 Northwestern Road,NuL99,Hi Tech City,Energy,China
Geba,3 Autumn Leaf Circle,dDN29,Wall Street,Finance,China
Mycat,4310 Claremont Junction,5qJ70,Gateway Street,Finance,China
Innotype,36204 Luster Trail,FSX78,White Field,Health Care,China
Quire,0332 Kinsman Road,XoO53,Douglass Park,n/a,Russia
Innojam,022 Namekagon Point,RZJ53,LaSalle Street,Energy,Russia
Edgeblab,1981 Lunder Place,txA32,Douglass Park,Health Care,China
Oyonder,22 Shoshone Street,tCU02,White Field,Consumer Services,Russia
Yodoo,37 Walton Plaza,iFZ74,Douglass Park,Finance,Sweden
Buzzster,917 Sundown Parkway,dYS83,Douglass Park,n/a,United States
Yacero,27887 American Lane,OKR51,Miami's Brickell,Public Utilities,Brazil
Demizz,24 Bartelt Trail,1iG92,Gateway Street,Technology,Sweden
Divavu,41 Kennedy Road,lsT27,Hi Tech City,Consumer Non-Durables,Brazil
Blogpad,8609 Coleman Drive,EVV14,Miami's Brickell,Miscellaneous,China
Blogpad,46501 Swallow Street,EVL90,Pinnacle Point,Health Care,Russia
Miboo,9425 Beilfuss Place,2DK58,Gateway Street,Consumer Non-Durables,China
Jabbersphere,1 Schurz Circle,0DX57,Pinnacle Point,Finance,China
Dynabox,5 Elmside Alley,yDL10,Pinnacle Point,Technology,France
Avavee,2 Anderson Trail,2tI71,White Field,n/a,Sweden
Camido,33962 Riverside Park,e1B89,Hi Tech City,Finance,China
Edgepulse,8264 Heffernan Circle,WpI69,LaSalle Street,Energy,France
Oyoyo,1 Hanson Terrace,2SD26,Gateway Street,Energy,France
Zoomzone,917 Mallard Street,zjI91,Hi Tech City,Energy,Sweden
Youtags,652 Sachs Pass,VzJ55,Pinnacle Point,n/a,China
Linklinks,76 Green Ridge Pass,wmO02,Financial District,Miscellaneous,Sweden
Jamia,80 Larry Place,pQS47,Financial District,n/a,Russia
Camido,17639 Hoard Road,TnM13,Miami's Brickell,Consumer Services,China
Pixonyx,126 Daystar Park,rEO40,Wall Street,Technology,Russia
Gabcube,2 Birchwood Trail,o1W43,Douglass Park,n/a,United States
Oyoyo,5763 Fulton Place,BoE86,Douglass Park,Finance,United States
Realfire,980 Maple Wood Junction,vhS12,Douglass Park,Consumer Services,China
Flashdog,86756 Charing Cross Avenue,R2S51,Connaught Place,n/a,China
BlogXS,47 Buena Vista Terrace,DmG38,LaSalle Street,n/a,Brazil
Youopia,87 Sommers Terrace,k9S73,Pinnacle Point,Health Care,China
Yakidoo,442 Nelson Hill,IBZ77,Douglass Park,n/a,China
Voonyx,27 Spohn Terrace,EkT26,Douglass Park,n/a,Brazil
Buzzshare,6 Eliot Center,TkF33,Miami's Brickell,Transportation,Russia
Skilith,200 Summer Ridge Place,lVT35,Financial District,Finance,France
Yadel,672 Milwaukee Circle,JZA47,Hi Tech City,Public Utilities,Russia
Livetube,19 Comanche Plaza,NoT71,Hi Tech City,Basic Industries,Russia
Oozz,2 Almo Avenue,UaG50,Pinnacle Point,Consumer Services,Sweden
Kayveo,43 Summer Ridge Way,bRH52,White Field,n/a,France
Skipfire,588 Fordem Place,zkU41,Miami's Brickell,Health Care,France
Quinu,40 Miller Park,DWQ28,Financial District,Finance,France
Jabbersphere,22 Sutherland Junction,OfW15,Douglass Park,Basic Industries,Sweden
Pixope,3804 Arkansas Place,oTF57,Hi Tech City,Capital Goods,China
Trilia,9 Oak Valley Pass,kLT10,Connaught Place,Health Care,China
Twitterwire,2 Anderson Street,vbE80,Hi Tech City,Finance,China
Wikido,9 Oriole Crossing,dcW46,Pinnacle Point,Finance,China
Twitternation,61 Myrtle Center,1WA75,Hi Tech City,n/a,Sweden
Skajo,386 Judy Court,25M60,Pinnacle Point,Capital Goods,China
Myworks,7883 Spaight Terrace,evH31,LaSalle Street,n/a,Russia
Eadel,831 Homewood Road,YmK95,Wall Street,Consumer Services,China
Yombu,8 Melrose Drive,6mW51,Wall Street,Consumer Services,United Kingdom
Devpulse,52252 Northridge Avenue,TIG85,Connaught Place,Consumer Services,China
Browsetype,11 Lotheville Circle,YzE87,Financial District,Health Care,China
Tambee,39536 Twin Pines Avenue,jNL46,Hi Tech City,Health Care,China
Mymm,8 Eagle Crest Drive,AdS55,White Field,n/a,France
Omba,84795 Lakeland Trail,YdO47,LaSalle Street,Technology,United States
Pixoboo,97 Meadow Ridge Alley,77V51,Wall Street,Consumer Services,China
Twitterbridge,6663 Rutledge Point,ZZW04,Miami's Brickell,Health Care,France
Rhyloo,739 Di Loreto Circle,mSI10,Financial District,Technology,Sweden
Trilith,56 Carberry Way,u4M06,White Field,Miscellaneous,China
Linktype,72 Londonderry Place,o6R87,Financial District,Capital Goods,China
Zooxo,092 Morningstar Park,XkM61,Hi Tech City,n/a,Russia
Skaboo,71 Reinke Avenue,LLT63,Gateway Street,Consumer Services,Russia
LiveZ,1100 Duke Road,5SD74,White Field,Technology,China
Edgeclub,35488 Pierstorff Point,IwK35,Gateway Street,Energy,Sweden
Fivechat,5429 Raven Junction,kBN74,Miami's Brickell,Finance,Russia
Gabtune,2 Dahle Circle,j9Y63,Pinnacle Point,Technology,Russia
Leexo,26807 7th Place,CwD82,Financial District,n/a,China
Skimia,8944 Bobwhite Point,XnD27,Financial District,Transportation,China
Podcat,06494 Marcy Crossing,YMN63,Miami's Brickell,n/a,France
Tambee,8 Daystar Drive,8JX52,Douglass Park,Capital Goods,Sweden
Zooxo,2443 Rockefeller Alley,YkU77,Miami's Brickell,Capital Goods,China
Vinte,50 Becker Center,DwJ22,Pinnacle Point,n/a,China
Tavu,47986 Longview Hill,40F50,Gateway Street,Health Care,Russia
Realfire,98248 Nobel Junction,1ZA96,Financial District,n/a,China
Rhynoodle,3 Oak Valley Junction,UsQ09,LaSalle Street,n/a,Russia
Brainsphere,0 Rowland Parkway,o6V81,Gateway Street,Health Care,China
Edgeify,28504 Tony Center,m3A06,Gateway Street,Consumer Services,China
Kare,6498 Melby Terrace,ZPL09,Wall Street,n/a,China
Realblab,6561 Rieder Trail,Y8I11,Connaught Place,Consumer Non-Durables,China
Fivebridge,65871 Orin Junction,4WH92,LaSalle Street,n/a,France
Topicware,408 Nova Plaza,uCI06,Connaught Place,Health Care,Russia
Twimm,6656 Reinke Junction,5zN72,Financial District,Consumer Non-Durables,China
Photojam,6 Shelley Park,Y9Z45,Gateway Street,Finance,China
Browsezoom,2395 Di Loreto Plaza,lsO33,Gateway Street,Finance,United States
Wikizz,6 Clarendon Way,LwH30,Gateway Street,Finance,China
Skajo,54551 Mandrake Pass,PLE52,Financial District,n/a,China
Feedmix,82 Merrick Alley,HOI88,Gateway Street,Health Care,Brazil
Mymm,76 Starling Park,sLL59,Miami's Brickell,n/a,Germany
Quimm,845 Roxbury Pass,vGI04,Wall Street,Finance,China
Lazz,375 Rockefeller Junction,OLS93,Douglass Park,Consumer Services,China
Twitterbeat,7 Dixon Hill,gdN69,LaSalle Street,Technology,United States
Cogidoo,83 Mayer Avenue,aiJ72,LaSalle Street,Public Utilities,France
Aivee,390 Jana Way,gGF61,Miami's Brickell,Public Utilities,China
Edgeclub,58 Pond Drive,EVG67,Connaught Place,Finance,China
Bubblebox,40 Nova Drive,jYA66,White Field,Finance,Russia
Camido,00 Doe Crossing Drive,2zG79,Douglass Park,n/a,France
Eimbee,942 Londonderry Alley,5NC89,Douglass Park,n/a,Russia
Reallinks,2342 Norway Maple Center,cNH65,Financial District,Public Utilities,China
Realcube,200 Moland Pass,ySO78,Gateway Street,n/a,Russia
Chatterbridge,2 Milwaukee Junction,qTV16,White Field,n/a,China
Agivu,2 Declaration Parkway,U2S83,Connaught Place,Public Utilities,China
Dazzlesphere,184 Oriole Street,0aL71,Douglass Park,Health Care,China
Skyndu,1720 Badeau Way,5CN45,Hi Tech City,n/a,China
Jayo,3237 Declaration Park,yAL04,Wall Street,n/a,Russia
Kamba,05 Hanson Pass,rUJ06,Financial District,n/a,China
Quatz,88400 Brentwood Terrace,v1R13,Connaught Place,n/a,China
Quinu,5 Starling Junction,OGD18,Douglass Park,Technology,China
Browseblab,1809 Hudson Avenue,8CJ93,White Field,Basic Industries,China
Quimm,98409 Randy Circle,qWX15,Miami's Brickell,Finance,United States
Tagfeed,4 Sage Lane,KgX05,Douglass Park,Consumer Durables,China
Aimbu,662 Waxwing Center,9WM49,Miami's Brickell,Capital Goods,Russia
Yodel,5 Lukken Place,EnT99,Gateway Street,Basic Industries,China
Rhynoodle,042 Vermont Alley,r9Z65,Connaught Place,n/a,Russia
Skinte,76015 Paget Trail,KZT42,White Field,Finance,China
Edgeify,34 Sugar Trail,A2U21,LaSalle Street,Consumer Services,China
Youfeed,83506 Pine View Drive,VNH56,White Field,Health Care,China
Voolith,1 Summit Park,9WI97,Gateway Street,Consumer Services,Brazil
Cogidoo,60 Johnson Lane,1uC56,Financial District,n/a,China
Edgewire,7 Karstens Pass,klI13,Pinnacle Point,Basic Industries,Russia
Kamba,38702 Kropf Center,3uG90,Hi Tech City,Technology,China
Devbug,51063 Scofield Pass,wgF77,Miami's Brickell,Health Care,France
Quinu,6 Blue Bill Park Avenue,ysD25,Gateway Street,Capital Goods,Russia
Kamba,7 Bunting Pass,bMN50,White Field,Technology,Russia
Topdrive,684 Mayfield Circle,J0V12,Hi Tech City,n/a,United States
Pixope,3 Pearson Pass,aAR96,Pinnacle Point,n/a,Brazil
Tazz,59247 Arapahoe Place,wMO69,White Field,Basic Industries,China
Tazz,94 Valley Edge Place,Y0Q48,Wall Street,Energy,China
Meedoo,4804 Bunker Hill Plaza,JAQ71,Connaught Place,Finance,France
Linkbuzz,0962 Village Road,QiV79,LaSalle Street,Consumer Services,Brazil
Fanoodle,1 Ohio Court,R4O61,Connaught Place,Technology,Sweden
Talane,8 Randy Road,3wA71,Miami's Brickell,Health Care,Russia
Devpulse,45 Colorado Center,rpS23,White Field,n/a,China
Cogibox,6279 Springview Avenue,xLD72,Miami's Brickell,Basic Industries,Brazil
Brainverse,24 Ramsey Place,XfJ07,Connaught Place,n/a,China
Zoovu,787 Waywood Place,F7I24,White Field,Consumer Services,United Arab Emirates
Feedfire,9 Cambridge Junction,vPG90,Miami's Brickell,n/a,Sweden
Lajo,8 Clyde Gallagher Court,nCR66,Douglass Park,Finance,China
Eare,11 Veith Alley,okI56,White Field,Technology,Australia
Skynoodle,73 Dexter Plaza,FAY36,Connaught Place,Consumer Non-Durables,Russia
Snaptags,072 International Parkway,esM54,LaSalle Street,Finance,China
Zoomdog,49334 Wayridge Court,L4Y68,Gateway Street,Consumer Durables,Russia
Layo,30 Northport Park,S4R02,Gateway Street,Technology,China
Fliptune,01 Karstens Road,QCT00,Connaught Place,n/a,France
Trudeo,31428 Paget Point,olC73,Financial District,Finance,France
Eare,9431 Kinsman Circle,5rR90,Connaught Place,n/a,Russia
Topiclounge,2 Vermont Way,TQP40,Pinnacle Point,n/a,Russia
Katz,239 Fremont Avenue,3tS85,LaSalle Street,n/a,France
Tagtune,133 Warrior Center,kaF08,LaSalle Street,n/a,Brazil
Jatri,79909 Meadow Vale Road,k5M51,Gateway Street,n/a,China
Kwilith,19588 Cordelia Way,1pU79,Pinnacle Point,Finance,China
Roombo,911 Hermina Trail,2gW68,White Field,Finance,Russia
Browsecat,077 Dixon Parkway,NXS11,Hi Tech City,Technology,Russia
Meevee,5709 Morningstar Drive,PPY39,LaSalle Street,n/a,China
Kwinu,0164 Sauthoff Drive,zYX09,Wall Street,Consumer Services,China
Topicshots,72232 Westport Terrace,hmP92,White Field,Technology,Russia
Feedfire,2555 Dennis Circle,joU85,Hi Tech City,Finance,China
Podcat,41725 Onsgard Parkway,kqU48,Miami's Brickell,Capital Goods,China
Skalith,9 Bultman Lane,LLT49,Hi Tech City,n/a,China
Divavu,21414 Ridge Oak Circle,QXB10,White Field,Energy,China
Topiczoom,337 Dakota Way,fhW46,White Field,Capital Goods,China
Centimia,01969 Declaration Park,joN13,Miami's Brickell,Finance,Brazil
Pixonyx,38 Ohio Trail,HqO00,Gateway Street,Finance,China
Brainsphere,0413 Almo Center,mgS62,White Field,n/a,China
Oyoloo,5 Roxbury Crossing,2fF08,Hi Tech City,Health Care,Russia
Feedmix,1 Westend Alley,1aF38,Pinnacle Point,Finance,France
Dabshots,1495 8th Parkway,TdT43,Wall Street,Public Utilities,Brazil
Rhyzio,0244 Chive Way,9hZ19,Douglass Park,Finance,Sweden
Demivee,238 Sherman Avenue,2nP88,Pinnacle Point,Public Utilities,Russia
Linkbuzz,5 Eagle Crest Street,KdF72,Pinnacle Point,Consumer Services,France
Shufflester,70377 Tennyson Place,LbA04,Miami's Brickell,Consumer Services,China
Jamia,758 Elmside Lane,9ZF90,Hi Tech City,Health Care,China
Zoomlounge,27 Lien Park,7dX31,Connaught Place,Finance,China
Thoughtbridge,380 Meadow Valley Terrace,iBC67,Miami's Brickell,Finance,Russia
Oyoba,6344 Sachs Trail,qTJ14,Financial District,Consumer Durables,China
Yakijo,73 Fairfield Trail,BSS12,Hi Tech City,n/a,China
Agimba,2661 Dexter Parkway,QpM15,Wall Street,n/a,Brazil
Devbug,9848 Birchwood Lane,DbD41,White Field,Capital Goods,Brazil
Fivebridge,9 Petterle Crossing,1rB19,Pinnacle Point,Basic Industries,China
Riffwire,155 Namekagon Parkway,iWW89,Gateway Street,Consumer Services,China
Mudo,65253 Kensington Park,kpG79,Connaught Place,Miscellaneous,Russia
Mudo,9 Independence Parkway,sHS95,Wall Street,Finance,China
Oyonder,2 Glacier Hill Street,2mU01,Financial District,n/a,China
Dabvine,90 1st Place,pFA42,LaSalle Street,Technology,Sweden
Devshare,83402 Shoshone Hill,MpR84,White Field,n/a,France
Avamm,0574 Blaine Place,uaN76,Financial District,Miscellaneous,Brazil
Eimbee,0 Eagle Crest Parkway,VMR93,Wall Street,Public Utilities,China
Katz,5634 Kipling Center,EBO82,LaSalle Street,Capital Goods,Brazil
Kazu,27449 Monument Avenue,kSZ99,Hi Tech City,Consumer Services,Sweden
Vinder,3580 Mendota Plaza,95H61,Wall Street,Public Utilities,China
Shufflester,99160 Calypso Hill,mLB68,Miami's Brickell,Finance,China
Skalith,7 David Avenue,bAC18,LaSalle Street,Energy,Russia
Thoughtsphere,420 Montana Park,htN13,Douglass Park,Transportation,France
Lazz,073 Bluestem Pass,t6L52,LaSalle Street,Health Care,Russia
Oyoloo,35257 Pleasure Avenue,a2X17,Douglass Park,Basic Industries,China
Yoveo,162 Fairview Place,fvF95,Miami's Brickell,Health Care,China
Blogspan,527 Dapin Alley,ZOK72,White Field,Technology,Russia
Flashdog,388 Pond Lane,QVS83,Gateway Street,n/a,Sweden
Gabtype,73702 5th Plaza,VjV39,Douglass Park,n/a,China
Devcast,40 Fairview Circle,8uI16,Gateway Street,Finance,China
